doc_idx,chunk_idx,n_tokens,text_chunk
0,23,155,"METADATA:
{
  ""parent_headings"": [
    ""# 3. 良性复发性前庭病""
  ]
}

CONTENT:
也称良性复发性眩晕 (benign recurrent vertigo,BRV)，是指病因未明的成人复发性眩晕，持续数分钟至数小时，无神经系统或听觉症状，不符合 VM或 MD 的诊断标准。中年女性最常见，偏头痛预防药物治疗可有效。通过长时间随访，少部分病人可发展为VM或MD，多数病人仍为原来的发作形式，但发作减少[65]。"
0,24,381,"METADATA:
{
  ""parent_headings"": [
    ""# 4. 良性阵发性位置性眩晕""
  ]
}

CONTENT:
BPPV 俗称“耳石症”，临床表现为相对重力方向的头位变化时诱发的短暂性眩晕和特征性眼震。VM 也可能表现为单纯性位置性眩晕，这时需要与 BPPV 鉴别 [66]。VM 位置诱发的眼震可能表现为方向改变的中枢性眼震，例如下跳性垂直眼震，持续时间通常大于 $1 ~ \mathrm { m i n } ^ { \ [ 6 7 ] }$ 。BPPV 位置诱发的眼震与受累半规管方向一致，有潜伏期、疲劳性，持续时间一般不超过 $1 \mathrm { m i n }$ 。VM发作期总时间通常持续 $5 ~ \mathrm { { m i n } }$ 至 $^ { 7 2 \mathrm { ~ h ~ } }$ ，1 年可发作多次，而 BPPV 如果不行复位，发作期通常持续数周，数年发作 1 次。VM 可与 BPPV 共病，最近有研究表明通过临床多因素构建的诺模图有助于识别伴位置性眩晕的 VM病人的 BPPV 成分 [68]。"
0,25,247,"METADATA:
{
  ""parent_headings"": [
    ""# 5. 晕动病""
  ]
}

CONTENT:
VM 病人容易合并晕动病 [1]，表现为身体运动或视觉运动诱发眩晕/头晕、恶心和/或胃肠道紊乱、体温调节紊乱等，运动和视觉刺激终止后症状缓解[69]。而 VM 本身发作时也可表现为头动诱发和/或视觉刺激诱发眩晕/头晕[35]。运动刺激停止后眩晕减轻，提示晕动病。若眩晕持续存在，可能是运动诱发了VM；若平素无晕动病，反复集中于一段时间出现头动和/或视觉刺激诱发眩晕或头晕，也考虑为VM的发作。"
0,26,289,"METADATA:
{
  ""parent_headings"": [
    ""# 6. 发作性共济失调2型""
  ]
}

CONTENT:
发作性共济失调 2 型 (episodic ataxia 2, EA2) 是遗传性共济失调中最常见的类型， $50 \%$ 的病人有偏头痛病史，表现为发作性共济失调、构音障碍和眩晕，发作时可伴偏头痛发作，持续数小时至 3 天，儿童期起病常见，也有中老年起病的报道 [70]。有偏头痛病史的 EA2 需与 VM 鉴别。EA2 发作间期常

可见到明显的中枢性眼震，发作时以共济失调为突出表现，可伴构音障碍或其他脑干症状，甚至伴随癫痫、认知障碍，后期可能出现持续性的小脑体征，筛查CACNA1A 基因突变有助于确诊。"
0,27,453,"METADATA:
{
  ""parent_headings"": [
    ""# 7. 持续性姿势感知性头晕""
  ]
}

CONTENT:
VM 病人出现慢性头晕时，需重点区分是合并持续性姿势感知性头晕 (persistent postural-perceptualdizziness, PPPD) 还是进展为 CVM，其鉴别存在一定困难。若病人头晕症状在直立位、运动和视觉刺激下加重，则优先考虑 PPPD 的诊断 [71]；若前庭症状伴随偏头痛的特征性表现（偏头痛样头痛、畏光畏声、视觉先兆中的至少一种）并且通常直立位不加重，则更倾向于CVM的可能。需特别注意的是，运动及视觉刺激诱发前庭症状加重并非 PPPD 所独有，也可见于CVM；同时，偏头痛病史在PPPD和CVM 中均可存在，因此单纯依靠偏头痛病史无法有效区分二者，而是否伴随偏头痛特征症状可能更具有鉴别价值。

推荐意见 5：VM 需与多种发作性前庭疾病进行鉴别诊断，因其症状存在重叠且常可共病 (1B)。当 VM 病人出现慢性头晕症状时，需重点鉴别其属于与 PPPD 共病状态，还是进展为 CVM (2C)。"
0,28,333,"METADATA:
{
  ""parent_headings"": [
    ""# 五、治疗""
  ]
}

CONTENT:
VM 的治疗目标包括缓解急性症状和预防性治疗。临床实践中 VM 的治疗大多参照偏头痛、急性眩晕的处置方案。来自回顾性病例系列研究、前瞻性队列研究，以及少数随机对照临床试验证实偏头痛治疗有效的方案适用于VM，但其效果尚需大型、设计良好的随机对照临床试验充分验证 [72~75]。与单纯偏头痛病人相比，VM 病人的诊疗需更加关注前庭耳蜗症状、前庭功能评估，以及前庭和精神心理共病情况。因此，建议有条件的医疗机构开展多学科协作诊疗模式，整合神经内科、耳鼻喉科、疼痛科、康复科、心理科等专业资源，实现对病人的综合管理。"
0,29,220,"METADATA:
{
  ""parent_headings"": [
    ""# （一）病人教育""
  ]
}

CONTENT:
病人教育和生活方式调整是 VM 管理的基础。规律作息、适度锻炼、合理膳食、避免过度前庭刺激、合理的压力管理，寻找并避免促发因素对 VM 的预防起重要作用。应告知病人，VM 虽无法根治但可有效控制，帮助确立科学理性的防治观念与目标，建立切合实际的期望。避免过度、频繁使用急性期镇痛药物。鼓励病人记头痛头晕日记，有助于诊治方案的制订与调整[76]。"
0,30,72,"METADATA:
{
  ""parent_headings"": [
    ""# 1. 治疗目的""
  ]
}

CONTENT:
# 1. 治疗目的

旨在快速、持续地解除 VM 病人的眩晕、头痛及相关伴随症状，恢复生活、职业、学习及社会能力。"
0,31,211,"METADATA:
{
  ""parent_headings"": [
    ""# 2. 疗效评价常用的标准""
  ]
}

CONTENT:
对持续时间数小时或更长的发作，用药后 $1 \sim 2 \mathrm { h }$ 内眩晕/头晕、头痛程度视觉模拟评分法 (visual ana-logue scale, VAS) 由中重度（ $\mathrm { V A S } 4 { \sim } 1 0$ 分）转为轻度或消失（ $\mathrm { V A S } 0 { \sim } 3$ 分），最困扰的伴随症状（恶心、呕吐、畏光畏声）消失；治疗成功后的 $2 4 ~ \mathrm { h }$ 内无再发或急性期药物的使用；并且无或只有轻微不良反应 [73,76]。 。"
0,32,1788,"METADATA:
{
  ""parent_headings"": [
    ""# 3. 急性发作期药物治疗""
  ]
}

CONTENT:
VM 急性发作期用药可参考偏头痛的急性期用药，常用的药物有非甾体抗炎药 (non-steroidal anti-inflammatory drugs, NSAIDs)、对乙酰氨基酚、含咖啡因的复合制剂、麦角胺类、曲坦类、地坦类、降钙素基因相关肽 (calcitonin gene related peptide, CGRP)受体小分子拮抗剂吉泮类 (gepants) 药物 [73,76]。眩晕和呕吐严重的病人，可经验性给予前庭抑制剂、止吐药对症处理，如苯海拉明、异丙嗪、山莨菪碱、甲氧氯普胺、苯二氮䓬类等，该类药物使用应注意疗程不超过 $^ { 7 2 \mathrm { ~ h ~ } }$ ，否则可能不利于前庭代偿 [77]。对于因呕吐无法口服药物的病人，应选择肌内注射、静脉注射、鼻喷剂、口腔崩解片、直肠等途径给药。

VM 急性期治疗的研究有限，仅有两项曲坦类药物的随机对照临床试验和少数回顾性研究。一项为交叉 RCT 研究，比较了佐米曲普坦 $2 . 5 ~ \mathrm { m g }$ 与安慰剂的疗效，计划招募 50 例病人，最终仅纳入了10例病人的17次VM发作，2 h内头晕改善率治疗组为 $3 3 \%$ ，对照组为 $22 \%$ ，由于检验效能较低，不能得出肯定的结论[78]。一项近期发表的RCT研究共纳入134例VM病人，记录240次符合试验方案的发作，比较了 $1 0 ~ \mathrm { m g }$ 利扎曲坦与安慰剂的疗效，发现用药1 h后，利扎曲坦组对眩晕、头晕/不稳感、头痛的改善率（即中重度转为轻度或消失）与安慰剂组比较差异无统计学意义，在 $2 4 \ \mathrm { h }$ 内对头晕/不稳感和运动敏感有中等效应优势，利扎曲坦组整体

满意度略高。该研究的结论不支持利扎曲坦用于VM急性期治疗[79]。然而，该研究存在高脱落率（入选率 $6 0 . 4 \%$ ）、关键指标置信区间宽（特别是“头晕/不稳感”亚组仅 40 次发作）等问题，导致检验效能不足，无法完全排除假阴性结果的可能性。要形成确凿的临床结论，仍需开展更大规模的研究。一项双盲 RCT 研究纳入 25 例伴或不伴有眩晕的偏头痛病人，给予利扎曲坦或安慰剂的预治疗，发现利扎曲坦组病人诱发的晕动症状较安慰组更轻微，间接提示利扎曲坦对治疗偏头痛的前庭症状可能有效 [80]。一项回顾性调查研究发现在 VM 眩晕发作1 h 内服用阿莫曲坦 $1 2 . 5 ~ \mathrm { m g }$ ， $5 5 \%$ 的病人眩晕完全消失， $2 8 \%$ 眩晕好转 $50 \%$ 以上， $1 6 \%$ 眩晕好转$50 \%$ 以下，头痛也有明显缓解 [81]。另一项回顾性研究显示舒马曲坦口服或肌内注射对偏头痛及偏头痛相关性眩晕均具有良好的效果，舒马曲坦对头痛和眩晕/头晕的疗效明显相关[82]。考虑到曲坦类药物潜在的收缩血管不良反应，对于高龄、既往存在心脑血管疾病危险因素，且不能完全排除后循环缺血的病人，应慎用曲坦类药物（见表3）。

作用于 CGRP 受体的小分子拮抗剂瑞美吉泮(rimegepant) 和 乌 布 吉 泮 (ubrogepant) 已 获 得 FDA批准用于成人偏头痛的急性期治疗，瑞美吉泮口崩片也获得中国国家药品监督管理局批准用于成人有或无先兆偏头痛的急性期治疗 [76,83]。瑞美吉泮口崩片无血管收缩作用和产生药物过度使用性头痛的风险，更适用于有心脑血管疾病病人，不良反应与安慰剂组相当，具有良好的耐受性 [84,85]。目前已有动物实验显示CGRP 受体小分子拮抗剂可调节慢性偏头痛大鼠模型的前庭神经核突触传递，从而改善前庭功能[86]，在小鼠偏头痛模型中可改善晕动病[87]。吉泮类药物有望成为 VM 急性期治疗的一个新的选择，但有待临床试验验证。"
0,33,755,"METADATA:
{
  ""parent_headings"": [
    ""# 4. 急性发作期非药物治疗""
  ]
}

CONTENT:
除了药物治疗外，体外三叉神经刺激、无创迷走神经刺激等神经调控技术在VM 急性治疗中显示出初步的治疗潜力，但均为小型回顾性非对照研究，疗效和安全性未来仍需进一步评估 [88~90]。

表3 前庭性偏头痛急性发作期特异性治疗药物  


<!-- TABLE_METADATA: {""type"": ""table"", ""page"": 0, ""table_idx"": 2, ""caption"": ""表3 前庭性偏头痛急性发作期特异性治疗药物"", ""footnote"": """", ""extracted_from"": ""mineru_api""} -->
<table><tr><td>曲坦类药物</td><td>单次推荐剂量(mg)</td><td>每日最大剂量(mg)</td><td>证据级别</td><td>推荐级别</td><td>注意事项</td></tr><tr><td>利扎曲坦[79]</td><td>5~10</td><td>30</td><td>B</td><td>2</td><td>禁忌证：冠心病、缺血性卒中、</td></tr><tr><td>佐米曲坦[78]</td><td>2.5~5</td><td>10</td><td>D</td><td>2</td><td>缺血性外周血管疾病、难以控</td></tr><tr><td>阿莫曲坦[81]</td><td>6.25~12.5</td><td>25</td><td>D</td><td>2</td><td>制的高血压、与单胺氧化酶抑</td></tr><tr><td>舒马曲坦[82]</td><td>25~100</td><td>200</td><td>D</td><td>2</td><td>制剂合用、严重肝损害</td></tr></table>

推荐意见 6：VM 急性期治疗的循证医学证据尚不充分，通常参考偏头痛急性期治疗策略，如曲坦类药物、吉泮类药物、NSAIDs 等 (2D)，对眩晕和呕吐严重的病人，可经验性给予前庭抑制剂、止吐药物对症处理 (2D)。药物不耐受或疗效不佳的，可尝试行神经调控治疗 (2D)。"
0,34,279,"METADATA:
{
  ""parent_headings"": [
    ""# 1. 预防治疗目的及指征""
  ]
}

CONTENT:
# 1. 预防治疗目的及指征

预防治疗的目的是降低头晕和头痛的发作频率、持续时间及严重程度，减轻精神心理合并症，提高急性发作期治疗的应答率，减少对急性期用药的依赖，改善生活质量。预防性治疗的指征是VM发作持续时间长或造成失能，病人的生活质量、工作和学业严重受损。《中国偏头痛诊治指南（2022版）》[75]建议，在病人每月至少有 2 次偏头痛发作时开始预防性药物治疗，对 VM 的预防可根据眩晕/头晕和头痛的总发作次数参考以上标准决定用药时机[76]。"
0,35,590,"METADATA:
{
  ""parent_headings"": [
    ""# 2. 疗效评价常用指标""
  ]
}

CONTENT:
规律预防治疗至少 8 周后可通过以下指标的改善情况评估疗效 [74]： $\textcircled{1}$ 眩晕/头晕相关指标：每月眩晕/头晕发作的天数、眩晕程度（VAS 评分）、发作持续时间； $\textcircled{2}$ 头痛相关指标：每月头痛的天数、头痛程度（VAS 评分）、发作持续时间； $\textcircled{3}$ 伴随症状：恶心、呕吐、畏光畏声、偏头痛先兆等发生频率； $\textcircled{4}$ VM 特异性量表：VM 病人评估工具与功能障碍量表 (vestibular migraine patient assessment tooland handicap inventory, VM-PATHI)，该量表整合了眩晕、头痛和功能影响的多维评估，可高效反映疾病对病人的整体负担 [91]； $\textcircled{5}$ 日常生活影响评价：常用的量表有头晕评价量表 (dizziness handicap inven-tory, DHI)、偏头痛失能评估量表 (migraine disabilityassessment scale, MIDAS) [92] 等； $\textcircled{6}$ 精神心理评估：可采用广泛性焦虑障碍量表-7 (generalized anxietydisorder-7, GAD-7)、汉密尔顿焦虑量表 (Hamilton anxietyscale, HAMA)、病人健康问卷抑郁量表-9 (patient healthquestionnaire-9, PHQ-9)、汉密尔顿抑郁量表 (Hamiltondepression scale, HAMD) 及匹兹堡睡眠质量指数(Pittsburgh sleep quality index, PSQI) 等评估焦虑、抑郁和睡眠障碍情况； $\textcircled{7}$ 药物安全性：记录与治疗相关的不良反应发生情况。"
0,36,3136,"METADATA:
{
  ""parent_headings"": [
    ""# 3. 预防性药物治疗""
  ]
}

CONTENT:
临床治疗中常将偏头痛预防药物用于 VM 的预防性治疗。主要的预防性治疗药物包括钙离子拮抗剂（氟桂利嗪）、抗癫痫药物（托吡酯、丙戊酸钠）、$\beta$ 受体阻滞剂（普萘洛尔和美托洛尔）、抗抑郁药

物（阿米替林、文拉法辛）、CGRP 单克隆抗体及CGRP 受体拮抗剂等（见表 4）。Cochrane 评估了13项研究中各种治疗方法预防VM 的效果，其中仅有3项为含空白或安慰剂对照组的RCT研究[74,93,94]。由于 VM 预防性药物治疗研究少、证据等级低、结果异质性高，本指南尚无强推荐级别的预防治疗药物。因此，医师在使用预防性治疗药物之前需与病人进行充分的沟通，根据病人个体情况进行选择（如共患病、依从性、经济情况等），权衡药物的疗效与不良反应。依据偏头痛管理经验，预防药物治疗应从小剂量开始，根据病人对药物的耐受程度，缓慢加量至推荐剂量或最大耐受剂量，同时需注意对每种药物应给予足够的观察期以评估疗效，治疗疗程至少6个月，以后逐渐减停药物。

（1）钙通道阻滞剂：氟桂利嗪是在VM 领域研究较多的药物。最新的 Cochrane 荟萃分析纳入了两项 RCT，共涉及 79 例病人，包括 2014 年 Lepcha 等 [95]和2016年Yuan等[93] 的研究。结果显示，与未干预组相比，氟桂利嗪（每晚 $1 0 ~ \mathrm { m g }$ ）能降低VM病人眩晕症状的严重程度 (RR 1.45, $9 5 \%$ CI: 1.01-2.07)，同时可减少眩晕的发作次数 [74]。然而，两项研究均存在相当的偏倚风险，如分配隐藏的不确定性和小样本量，以及未使用安慰剂的开放标签试验形式。此外，两项研究在选择性报告方面也存在不确定性，尤其是 Yuan 等 [93] 的研究缺乏预注册，无法确定是否存在选择性报告，这些因素都可影响研究结果的可靠性和有效性。氟桂利嗪不良反应有嗜睡、体重增加、抑郁、锥体外系症状等，这些不良反应在大多数情况下可被临床益处抵消 [96]。

（2）抗癫痫药：包括托吡酯、丙戊酸钠、拉莫三嗪，其中托吡酯和丙戊酸钠是偏头痛的一线预防用药。两项荟萃分别对比分析了 VM 的所有预防药物，均显示丙戊酸钠（每日 $1 0 0 0 ~ \mathrm { m g }$ ）在降低 VM发作频率方面表现最佳 [97,98]。但两项荟萃分析纳入的丙戊酸钠治疗组仅 20 例，且无直接的安慰剂或空白对照。一项 2007 年前瞻性病例研究探讨了丙戊酸钠（每日 $5 0 0 ~ \mathrm { m g }$ ）对偏头痛伴前庭症状病人的影响，共纳入 37 例病人，其中 26 例有前庭症状，治疗持续 3 个月，结果显示丙戊酸钠能降低头痛和前庭症状的发作频率[99]。一项非盲法托吡酯的RCT研究将 30 例病人随机分配为高剂量组（ $5 0 ~ \mathrm { m g }$ ，每日 2 次）和低剂量组（ $2 5 ~ \mathrm { m g }$ ，每日 2 次），24 周后两组在眩晕和头痛发作的频率及严重程度上均有显著改善，两组间的疗效差异无统计学意义，但高剂量组的不良反应增加 [100]。一项小型回顾性研究

表4 前庭性偏头痛预防性药物治疗  


<!-- TABLE_METADATA: {""type"": ""table"", ""page"": 0, ""table_idx"": 3, ""caption"": ""表4 前庭性偏头痛预防性药物治疗"", ""footnote"": """", ""extracted_from"": ""mineru_api""} -->
<table><tr><td>药物</td><td>每日推荐剂量(mg)</td><td>证据级别</td><td>推荐级别</td><td>注意事项</td></tr><tr><td>钙通道阻滞剂</td><td></td><td></td><td></td><td></td></tr><tr><td>氟桂利嗪[93,95]</td><td>10</td><td>C</td><td>2</td><td>不良反应:常见嗜睡、体重增加;少见抑郁、锥体外系症状禁忌证:抑郁、锥体外系症状总疗程不超过6个月</td></tr><tr><td>抗癫痫药</td><td></td><td></td><td></td><td></td></tr><tr><td>丙戊酸钠[98,99]</td><td>500~1000</td><td>C</td><td>2</td><td>不良反应:恶心、体重增加、嗜睡、多囊卵巢、震颤、脱发、肝功能异常禁忌证:肝病</td></tr><tr><td>托吡酯[100]</td><td>50~100</td><td>C</td><td>2</td><td>不良反应:嗜睡、认知和语言障碍、感觉异常、体重减轻、泌尿系结石禁忌证:泌尿系结石、托吡酯过敏</td></tr><tr><td>拉莫三嗪[101]</td><td>100~200</td><td>D</td><td>2</td><td>不良反应:白细胞减少、贫血、精神系统不良反应、皮疹等禁忌证:过敏反应者</td></tr><tr><td>β受体阻滞剂</td><td></td><td></td><td></td><td></td></tr><tr><td>普萘洛尔[98,102]</td><td>40~160</td><td>C</td><td>2</td><td>不良反应:常见心动过缓、低血压、嗜睡、无力、运动耐量降低;少见失眠、噩梦、阳痿、抑郁、低血糖</td></tr><tr><td>美托洛尔[94]</td><td>95</td><td>C</td><td>2</td><td>禁忌证:哮喘、心衰、房室传导阻滞、心动过缓;慎用于使用胰岛素或降糖药者</td></tr><tr><td>抗抑郁药</td><td></td><td></td><td></td><td></td></tr><tr><td>文拉法辛[104]</td><td>37.5~150</td><td>C</td><td>2</td><td>不良反应:恶心、口干、出汗(包括盗汗)等禁忌证:对本药过敏、与单胺氧化酶抑制剂(MAOIs)合用</td></tr><tr><td>阿米替林[38,105,107]</td><td>25~75</td><td>C</td><td>2</td><td>不良反应:口干、嗜睡、体重增加、排尿异常、便秘等禁忌证:青光眼、严重心脏病、近期有心肌梗死发作史、癫痫、肝功能损害、前列腺增生等</td></tr><tr><td>肉毒毒素[107,108](肌内注射)</td><td>155 IU,每3月1次</td><td>C</td><td>2</td><td>不良反应:上睑下垂、肌肉无力、注射部位疼痛和颈部疼痛等禁忌证:对肉毒素过敏者、过敏体质,神经肌肉疾病、妊娠、哺乳期妇女</td></tr><tr><td colspan=""5"">抗 CGRP 单克隆抗体[109~112](皮下注射液)</td></tr><tr><td>依瑞奈尤单抗</td><td>70或140/月</td><td>C</td><td>2</td><td></td></tr><tr><td>瑞玛奈珠单抗</td><td>225/月或675/季度</td><td>C</td><td>2</td><td>不良反应:注射部位红斑、呼吸道感染</td></tr><tr><td>加卡奈珠单抗</td><td>首月240,之后120/月</td><td>B</td><td>2</td><td></td></tr><tr><td>CGRP 受体拮抗剂</td><td></td><td></td><td></td><td></td></tr><tr><td>瑞美吉泮[113]</td><td>75,隔日1次</td><td>C</td><td>2</td><td>不良反应:恶心、超敏反应</td></tr></table>"
0,37,3127,"METADATA:
{
  ""parent_headings"": [
    ""# 3. 预防性药物治疗""
  ]
}

CONTENT:
中 19 例病人接受了每日 $1 0 0 ~ \mathrm { m g }$ 的拉莫三嗪治疗，持续 $3 \sim 4$ 个月后，结果显示平均眩晕发作频率从每月 18.1 次降至 5.4 次 $( P < 0 . 0 0 1 )$ )，每月头痛频率从8.7次降至 4.4 次（差异无统计学意义），所有参与者耐受性良好 [101]。   
（3） $\beta$ 受体阻滞剂：包括普萘洛尔和美托洛尔。两项荟萃分析表明，普萘洛尔（每日 $4 0 \mathrm { \sim } 1 6 0 ~ \mathrm { m g }$ ）对减少 VM 的发作频率和严重程度显示出一定的效果，但这些结论主要来自间接比较 [98,102]。一项非盲法RCT研究比较了普萘洛尔和文拉法辛的效果，发现两种治疗在减少眩晕频率和 DHI 得分方面无显著差异，但文拉法辛在治疗抑郁症状方面表现更有优势 [103]。关于美托洛尔，最新 Cochrane 荟萃分析纳入了一项多中心、双盲的RCT研究(PROVEMIG)，涉及 130 例病人 [74]。研究结果显示，美托洛尔（每日 $9 5 ~ \mathrm { m g }$ ）与安慰剂相比，在减少眩晕发作频率及

改善 DHI 情绪得分方面差异无统计学意义。但该研究的参与者数量严重少于预期（原计划招募266人），且存在选择性偏倚的风险 [94]。

（4）抗焦虑抗抑郁药：包括文拉法辛和阿米替林。一项荟萃分析纳入了两项文拉法辛RCT研究，涉及文拉法辛组（每日 $3 7 . 5 { \sim } 1 5 0 ~ \mathrm { m g }$ ）共 55 例 VM病人，对照组包括使用其他预防药物的 83 例病人（包括美托洛尔、丙戊酸钠、普萘洛尔、无安慰剂或空白对照）。结果显示，文拉法辛在减少VM 病人的眩晕严重程度评分 (vertigo symptom scale, VSS)和 DHI 得分方面，优于其他药物。在耐受性方面，文拉法辛与其他活性药物和安慰剂相比差异无统计学意义 [104]。阿米替林在VM领域内尚无RCT研究，在一项 13 例病人的回顾性前后对比分析中，每晚$2 5 ~ \mathrm { m g }$ 阿米替林治疗 3 个月后，病人的眩晕症状（VAS 从 6.4 降至 2.6， $P = 0 . 0 0 1 $ ）和头痛症状（VAS

从 7.5 降至 2.8， $P < 0 . 0 0 1$ ）均有改善 [105]。一项多中心非随机对照研究中（阿米替林与氟桂利嗪、托吡酯、普萘洛尔比较），16 例病人每晚口服 $1 0 ~ \mathrm { m g }$ 阿米替林5 周，前庭症状评分（ $0 \sim 1 0 0$ 分）从 70.7分下降至 45.8 分，头痛症状从 68.8 分下降至 47.8分 [106]。另一项非随机对照试验显示阿米替林在降低 VM 发作频率以及改善 DHI 评分、MIDAS 评分方面，与普萘洛尔、氟桂利嗪无显著性差异 [107]。

（5）肉毒素注射：A 型肉毒毒素 (botulinum toxintype A, BTX-A) 的使用已被纳入作为慢性偏头痛治疗的一线预防用药，近期的研究也开始探索其在VM治疗中的应用。在一项涉及60例VM病人（每月眩晕发作 $5 . 4 \pm 1 . 7$ 次）的前瞻性非随机对照研究中，30 例病人接受了 BTX-A 治疗联合口服药物，而另外 30 例病人仅接受口服药物治疗，治疗 3 月后，两组病人的 DHI 得分、MIDAS 得分和眩晕发作频率均显著降低。与仅接受口服药物组相比，接受 BTX-A 治疗的病人在 MIDAS 得分提高和眩晕发作频率降低方面表现更为显著[107]。在另一项前瞻性病例系列研究中，20 例 VM 病人接受了 BTX-A注射，并在治疗前后进行了静息态功能磁共振成像(rs-fMRI) 检查。结果显示，与基线相比，治疗 2个月后病人的偏头痛和眩晕发作频率显著减少，头痛影响测试-6 (headache impact test-6, HIT-6) 得分、MIDAS得分，以及眩晕相关的评分均有显著改善。此外，抑郁和焦虑评分在治疗后也有所降低。同时rs-fMRI 显示涉及前庭与疼痛网络脑区中的功能连接也发生了变化[108]。

（6）抗 CGRP 单克隆抗体和 CGRP 受体拮抗剂：作为一类新药其在偏头痛领域内疗效已得到广泛验证。一项前瞻性观察性研究评估了抗 CGRP 受体单克隆抗体，包括依瑞奈尤单抗 (Erenumab)、瑞玛奈珠单抗 (Fremanezumab) 和加卡奈珠单抗 (Gal-canezumab) 对 50 例 VM 病人的疗效，在 $1 2 \sim 1 8$ 个月疗程后，大多数病人反应良好， $90 \%$ 的病人眩晕频率至少减少了 $50 \%$ ， $8 6 \%$ 的病人头痛频率至少减少了 $50 \%$ ， $80 \%$ 的病人 MIDAS 得分至少减少了 $50 \%$ [109]。在一项回顾性研究中，评估了任一种抗 CGRP 单克隆抗体（包括瑞奈尤单抗、加卡奈珠单抗、瑞玛奈珠单抗）和 CGRP 受体拮抗剂乌布吉泮对 VM 病人的疗效。研究涉及 28 例病人，平均病史 119.4 个月，其中 25 例完成了随访，21 例病人症状有不同程度的改善，15 例病人为中度改善，但该研究未报告随访时间及药物使用疗程相关数据 [110]。一项回顾性研究中共纳入 23 例 VM 病

人，在接受传统偏头痛治疗（如普萘洛尔、氟桂利嗪或丙戊酸）无效后，转而使用了针对 CGRP 单克隆抗体治疗。研究显示，在接受 CGRP 单克隆抗体治疗后，病人的 DHI 得分显著改善 $( P < 0 . 0 0 0 1 )$ )，过去 3 个月偏头痛的平均天数也显著减少 $P =$ 0.001) [111]。近期的一项单中心安慰剂对照双盲 RCT研究对纳入的 40 例 VM 病人进行 1:1 随机分配，显示加卡奈珠单抗治疗 VM 3 个月后，VM 病人VM-PATHI 及 DHI 评分减少的分值明显多于安慰剂对照组，每月头晕天数从 $( 1 7 . 9 \pm 7 . 9 ) $ 天减少到$( 6 . 6 \pm 7 . 3 )$ 天，明显优于安慰剂组，后者每月头晕天数从 $( 1 8 . 0 \pm 7 . 6 ) $ 天减少到 $( 1 2 . 5 \pm 1 1 . 2 ) $ 天 [112]。虽然CGRP 受体拮抗剂瑞美吉泮和阿托吉泮已成为偏头痛的预防性治疗选择 [76]，但目前尚缺少临床研究证据支持其用于治疗 VM。因此，评估吉泮类药物对VM 的疗效与安全性是未来的一个重要研究方向。一项近期发表的前瞻性自身对照研究为瑞美吉泮预防治疗 VM 提供了新的证据。该研究显示，采用瑞美吉泮 $7 5 ~ \mathrm { m g }$ 隔日 1 次预防治疗 4 周，能显著降低每月前庭症状天数（-8.48天）和头痛天数（-5.88天）， $50 \%$ 应答率分别达 $6 3 . 6 \%$ 和 $7 0 . 4 \%$ ，且疗效在 2 周时即可显现，同时还能显著改善 DHI 评分及焦虑抑郁症状[113]。"
0,38,216,"METADATA:
{
  ""parent_headings"": [
    ""# 3. 预防性药物治疗""
  ]
}

CONTENT:
推荐意见 7：VM 的预防性药物治疗参考偏头痛预防用药，结合病人发病频率、共病情况、个人偏好等选用药物。常用的药物包括钙离子拮抗剂（氟桂利嗪）、抗癫痫药物（托吡酯、丙戊酸钠等）、$\beta$ 受体阻滞剂（普萘洛尔、美托洛尔）、抗抑郁药物（阿米替林、文拉法辛）、肉毒素、CGRP 单克隆抗体、CGRP 受体拮抗剂等(2C)。"
