id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
3a54382a-44cc-4aba-bb7c-ffd7457ed5d4,317,偏头痛,双氯芬酸,双氯芬酸是一种非甾体抗炎药，用于治疗偏头痛的急性发作。,32.0,303,"['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f'
 'c36e8fb29051175ed7d04bcfd393b599d986674bccfcbc008273d791e9b2ae5ed0359af6c9190422bb219b73ff6cf1726e092e84bde9fcc196c168529c7851ef'
 '9609f731b2a1d479a0b1fa68f88c75b8c3461935601ffe88d4cfc8df0b1379cf4e596ef472e2ed824cc0fe7b6dbd0218447501e6f7c382a1a26e1db6352b7c15']"
578942df-2c38-468e-9eea-0a5f96d14869,318,偏头痛,塞来昔布,用于治疗,16.0,298,['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f']
0994fc2d-0033-4dd2-aa61-1d2b2c996e3a,319,偏头痛,含咖啡因复方制剂,用于治疗（但有风险）,14.0,298,['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f']
30982720-63b4-4d68-bd57-e2ef09efb52f,320,NSAIDS,布洛芬,属于,27.0,22,"['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f'
 'c36e8fb29051175ed7d04bcfd393b599d986674bccfcbc008273d791e9b2ae5ed0359af6c9190422bb219b73ff6cf1726e092e84bde9fcc196c168529c7851ef']"
6325ce9a-c040-4995-bf9e-c6f2c8ec35d7,321,NSAIDS,双氯芬酸,属于,9.0,16,['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f']
d66d4e80-bf15-426b-bef0-a76d7afa78e1,322,NSAIDS,阿司匹林,属于,27.0,20,"['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f'
 'c36e8fb29051175ed7d04bcfd393b599d986674bccfcbc008273d791e9b2ae5ed0359af6c9190422bb219b73ff6cf1726e092e84bde9fcc196c168529c7851ef']"
bf7b02fb-53ae-4ac1-8905-f671a2a608b3,323,NSAIDS,萘普生,属于,27.0,19,"['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f'
 'c36e8fb29051175ed7d04bcfd393b599d986674bccfcbc008273d791e9b2ae5ed0359af6c9190422bb219b73ff6cf1726e092e84bde9fcc196c168529c7851ef']"
66064c26-382b-423f-8cf7-30752f401211,324,塞来昔布,选择性COX-2抑制剂,属于,9.0,3,['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f']
be45003e-4b58-4bfd-896b-53dd00ee4cd9,325,甲氧氯普胺,"阿司匹林/对乙酰氨基酚/舒马普坦等疗法组合中的辅助用药，改善恶心呕吐症状。原文未明确建立与“偏头痛”的直接治疗关系，故不提取此关系。|<||><||><||><||>)(""ENTITY""",选择性COX-2抑制剂,1.0,9,['f774ecc5ad11c6218cf9a5fa3956561dae8d217b440ba4206959b9b5c33aeca048a105c46772bb22452034ff8e2ac6545387df78983c45e384ec2b379e14652f']
226be0fc-b16e-43c2-aac3-ae60172e7cae,326,偏头痛,曲普坦类药物,偏头痛是一种常见的原发性头痛疾病，其急性期治疗通常使用曲普坦类药物。这类药物曾广泛用于缓解偏头痛发作，但在临床应用中存在一定的风险争议，需在医生指导下使用。,14.0,307,"['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63'
 'ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']"
c7c47751-b4d9-41a6-bf40-83f16be73556,327,偏头痛,吉泮类药物,用于急性期治疗,17.0,304,"['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63'
 'ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']"
45b64b17-7173-43a4-9470-c5c5a4287b5f,328,曲普坦类药物,舒马普坦,属于,10.0,14,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
4ac3a494-5b43-48b7-bebe-29386ccc225f,329,曲普坦类药物,利扎曲普坦,属于,10.0,21,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
9817bd94-104c-4d17-b1e3-ee7229179cfd,330,曲普坦类药物,佐米曲普坦,属于,10.0,17,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
403c65e9-649b-451b-95b7-dd3001967fc2,331,吉泮类药物,瑞美吉泮,属于,10.0,14,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
fdb1a3a8-39c7-4180-81bc-f2cd925be245,332,吉泮类药物,乌布吉泮,属于,10.0,12,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
a0cf725a-55ea-43f4-9e6d-8dc8b4650c75,333,吉泮类药物,扎维吉泮,属于,10.0,9,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
16edb801-77c5-4e72-b2c7-463e6a70a3bf,334,成人偏头痛急性期口服非特异性药物治疗推荐,高,具有证据等级为高的情况,9.0,12,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
6c89c6c3-b034-4bb6-8548-c2a51a4b1d75,335,成人偏头痛急性期口服非特异性药物治疗推荐,强,具有推荐强度为强的情况,9.0,11,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
fd9563c1-d30e-4f26-ade8-5003c99fecf5,336,阿司匹林,非甾体抗炎药,属于,10.0,25,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
bfeb2010-ad48-411a-a831-86cf5e88331c,337,布洛芬,非甾体抗炎药,属于,10.0,27,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
acacc055-883b-4911-bd0f-e0c2c0b41a42,338,萘普生,非甾体抗炎药,属于,10.0,24,['3352eba8f84ba8640a78ca9657f477d850ca9e6d005207883d4d1591c3e8cafac7c72da89a8391fe078e518a460d5ed0fcc9ae2fabdbf3c81356ca520b3bda63']
41715223-aaae-4009-846b-1c631d57aece,339,偏头痛,舒马普坦,舒马普坦是一种用于治疗偏头痛急性发作的药物。,32.0,299,"['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab'
 'c36e8fb29051175ed7d04bcfd393b599d986674bccfcbc008273d791e9b2ae5ed0359af6c9190422bb219b73ff6cf1726e092e84bde9fcc196c168529c7851ef']"
25c979bc-94d7-4f1f-bb63-31a003b48295,340,偏头痛,利扎曲普坦,利扎曲普坦是一种用于治疗偏头痛急性期的药物。,24.0,306,"['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab'
 'ab02a1307f63358bba10915511264b7bd499a08f4799ccbe749feea02892d3b4576b80b148aafc7d157b4e4ee34994660056fda352cb0162f7687641ca4e1399']"
ad45b6bd-0a06-40e9-8d83-e80d17828346,341,偏头痛,佐米曲普坦,佐米曲普坦是一种用于治疗偏头痛急性期的药物。,24.0,302,"['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab'
 'ab02a1307f63358bba10915511264b7bd499a08f4799ccbe749feea02892d3b4576b80b148aafc7d157b4e4ee34994660056fda352cb0162f7687641ca4e1399']"
0f7cab0b-dcb5-4e87-adc5-5cd37c9e691d,342,拉米地坦,地坦类,属于,18.0,6,['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab']
48943eba-1526-41be-8083-921ff4147768,343,曲普坦类,舒马普坦,曲普坦类是一种用于治疗偏头痛的药物分类，舒马普坦作为其口服剂型的一员，属于该分类下的具体药物。根据关系强度参考规则，药物分类关系的评分通常为9-10分。,39.0,24,"['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab'
 'c36e8fb29051175ed7d04bcfd393b599d986674bccfcbc008273d791e9b2ae5ed0359af6c9190422bb219b73ff6cf1726e092e84bde9fcc196c168529c7851ef'
 '7b28720f03d13bef2702c66cb2c05b381e779fa77183aa5ec27590e416bac4b2f4f5d08c8f297dbe2195c0c8ee280baa612ae77afa79f7a6238aafdc10aef424']"
f61ebff2-576d-4a42-a2d6-1e577b644332,344,曲普坦类,利扎曲普坦,属于,49.0,31,"['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab'
 'a4d0b08467ce73e94c8ae21cbf1d5c9de2b28eb2b11f0d9600ba696f7deecf4bbb8dcc953f2c41adbc6ecd52451ed70a2ae271b631839da06fe4efc61527bdad'
 'ab02a1307f63358bba10915511264b7bd499a08f4799ccbe749feea02892d3b4576b80b148aafc7d157b4e4ee34994660056fda352cb0162f7687641ca4e1399']"
c5d8d0a1-6cca-4d8e-b54d-4d78f8121ef4,345,曲普坦类,佐米曲普坦,属于,49.0,27,"['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab'
 'a4d0b08467ce73e94c8ae21cbf1d5c9de2b28eb2b11f0d9600ba696f7deecf4bbb8dcc953f2c41adbc6ecd52451ed70a2ae271b631839da06fe4efc61527bdad'
 'ab02a1307f63358bba10915511264b7bd499a08f4799ccbe749feea02892d3b4576b80b148aafc7d157b4e4ee34994660056fda352cb0162f7687641ca4e1399']"
a9407d43-0f9b-43b1-ac84-880773e44706,346,瑞美吉泮,"吉泮类*（注：原文未明确提取“吉泮类”实体，此处假设存在）** 由于原文中“吉泮类”作为类别出现，但未在允许类型中单独列出为实体，故不创建此关系。 ** <||><||><||>) ** 修正：根据规则，仅能提取指定类型的实体。文本中“吉泮类”是描述，但未作为独立的“药物分类”实体被明确提及和标准化命名（如“吉泮类药物”），因此不创建“吉泮类”实体及其关系。以下重新输出正确的实体和关系列表：**(""RELATIONSHIP""",拉米地坦,8.0,7,['ede3004f346fbf57178f109ccc246e3bc4937d91f3d8b4e360bb31965da2efe4d9269ff0f33f06a316cd47f9c5fcdcd614dd46895241fb926660d433e9caa6ab']
bb74ebfe-cff9-4ff7-9b03-60484e1fb12a,347,偏头痛,远隔神经调控,用于治疗,16.0,299,"['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed'
 '324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']"
a5deb524-808f-4f75-889f-42293745bd58,348,偏头痛,经颅磁刺激,偏头痛是一种常见的神经系统疾病，其特征为反复发作的剧烈头痛。经颅磁刺激是一种非药物治疗方法，通过磁场无创地刺激大脑特定区域，用于治疗偏头痛等神经系统疾病。,15.0,301,"['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed'
 '78fd9b204da2b6ddd7a495c820a5d60bf223efd0038c19ba4f23595bcceb7023a7ae5004f5769dd4ddf103bc094fa30996c8e57f71ed174a0b91cfc9d29aba2c']"
29af767b-c9fe-4598-a4ff-5af247771c9d,349,偏头痛,迷走神经刺激,用于治疗,8.0,301,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
c83f0fae-f5f7-4b81-a2a7-88d94b4ee606,350,偏头痛,三叉神经刺激,用于治疗,8.0,297,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
40d64f57-a550-45ac-8ff2-fb439e5736a8,351,偏头痛,枕-三叉神经联合刺激,用于治疗,8.0,299,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
fdf84868-eaa8-4b43-96f4-f4f024ce0b04,352,偏头痛,针刺,用于治疗,8.0,297,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
cff45b3a-f21b-43b7-b5ec-914653f31053,353,偏头痛,催眠,用于治疗,8.0,297,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
589a9805-0eb2-4ef1-a5e7-8f0439a242c7,354,偏头痛,生物反馈,偏头痛的生物反馈是一种用于治疗该病症的非药物疗法，旨在通过训练患者调节自身的生理反应（如肌肉紧张、皮肤温度或脑电波）来减少发作频率。,24.0,298,"['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed'
 'ff40d9d77831c63126abcff57c0dc9b00a0481a114fd14b41eb87b1817126e86e2d78f953b428ca1a255ba69368d9aad3a9cfb384173b77490f104c4d8e6c2c0']"
2dd1bd4f-9985-438d-8be8-b4186f1fd157,355,偏头痛,认知行为疗法,偏头痛是一种常见的神经系统疾病，其特征为反复发作的中重度头痛，常伴随恶心、畏光或畏声等症状。认知行为疗法（CBT）作为一种心理干预手段，可用于改善偏头痛患者的疼痛应对机制、减少与头痛相关的焦虑和压力，从而辅助治疗偏头痛；同时，它也被用于治疗慢性和频繁发作的偏头痛，通过调整思维和行为模式来降低发作频率与严重程度。因此，认知行为疗法在偏头痛管理中兼具改善症状、辅助治疗及直接治疗的多重作用。,25.0,298,"['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed'
 'ff40d9d77831c63126abcff57c0dc9b00a0481a114fd14b41eb87b1817126e86e2d78f953b428ca1a255ba69368d9aad3a9cfb384173b77490f104c4d8e6c2c0'
 'b7e036cfc0af89cf534a04c0ac3f2fbc6e874136c11185ada17d5096022d926e9e2a09a1ed4b0e1ea393f799d3d6d782ee1649ce5ddcc0bd974e684c92a1a789']"
be0cc117-c686-401c-97dc-910040d29f40,356,偏头痛,偏头痛急性期非药物治疗推荐,针对疾病,9.0,299,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
c2720269-8691-483a-b7ff-cc154aad94b3,357,非药物治疗,急性期治疗,应用于阶段,9.0,48,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
e2b62756-ef81-4616-9380-35ea1852ef14,358,非药物治疗,远隔神经调控,属于类别或方法之一,9.0,25,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
5bcf4238-dbf9-462f-a2e7-5161cc5739b0,359,非药物治疗,经颅磁刺激,**非药物治疗（经颅磁刺激）** 是一种物理治疗方法，属于非药物干预的类别或方法之一。它通过利用磁场刺激大脑特定区域来调节神经活动，常用于治疗抑郁症、焦虑症等精神心理疾病，以及某些神经系统疾病。该方法不涉及药物使用，是临床中重要的替代或辅助治疗手段。,17.0,27,"['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed'
 '78fd9b204da2b6ddd7a495c820a5d60bf223efd0038c19ba4f23595bcceb7023a7ae5004f5769dd4ddf103bc094fa30996c8e57f71ed174a0b91cfc9d29aba2c']"
30a9f8b4-3ae2-4ffa-8313-71fa73dfc877,360,非药物治疗,偏头痛急性期非药物治疗推荐,涉及治疗方法类别,1.0,25,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
c725e42d-4c6e-4118-b56f-e60da6a30e9c,361,急性期治疗,偏头痛急性期非药物治疗推荐,针对治疗阶段,9.0,29,['f234e124dc5783cb0747886716e4ecf14c3e480669de8bf4513a70f4d0019343739bda38aba548f7aeadfb80ebb4169f3525b6a0d1100b3e7540440b2e727fed']
9fa3e7b8-75e9-4eda-83f3-1d534b675054,362,偏头痛,非侵入性迷走神经刺激,用于治疗,8.0,297,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
f7c5fe67-dbb4-4acc-a485-25197dfd4a0c,363,偏头痛,针刺治疗,**偏头痛的针刺治疗**是一种用于治疗偏头痛的方法，尤其适用于急性期作为辅助治疗手段。,29.0,302,"['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840'
 'a2de2acf9a31b99739527ed05a228296f40e8f6a500099e61b04f2ed19140c20f629655b73848f330d0df55707f48e4c0601eabc3608f52134475dbc71419e9a'
 'e4bdaf3274859fefc17e03819e07cdfc1499b7c702c170402f77909a62e84fff67860e324f4de8c7d3be920148c0a9e004b2a837b69790702ade5d2b83674266']"
0d2bc878-2084-4522-a78b-ace7bef1b918,364,无先兆偏头痛,单脉冲经颅磁刺激,用于治疗,8.0,21,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
32f5535c-f9be-4b89-bc7a-a2c3d8fa2a34,365,无先兆偏头痛,三叉神经电刺激,用于治疗,8.0,15,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
794a97be-b510-4f63-8985-5da4f96ebe4f,366,有先兆偏头痛,单脉冲经颅磁刺激,用于治疗,8.0,31,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
49aed929-2d51-4b25-aaa2-a87f10f30565,367,有先兆偏头痛,三叉神经电刺激,用于治疗,8.0,25,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
f5623f8e-4557-4050-83ed-b6d97c570cc3,368,慢性偏头痛,枕-三叉神经联合刺激,用于治疗,8.0,29,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
82c7850d-58dd-4d52-936b-a586e924a31e,369,发作性偏头痛,枕-三叉神经联合刺激,用于治疗,8.0,19,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
35202514-1e1c-4962-8a2d-883ee7acc163,370,远隔神经调控,成人偏头痛,用于治疗,8.0,6,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
1d10b80f-1533-411b-9d54-4446c69e43e4,371,单脉冲经颅磁刺激,有先兆偏头痛病人,用于治疗,1.0,9,['324e05cb98516ebf59b3f3abd2df7e50a2b035297a48a4083fbd34fd3c72c8d6b25f4e6dc2234b81b6a1d6ad73272dcb7501da75305ce73bde190f882d34b840']
92e0b471-9382-4310-ae04-5a83d8c4b5d1,372,发作性偏头痛,针刺治疗,可能降低头痛频率,12.0,22,['a2de2acf9a31b99739527ed05a228296f40e8f6a500099e61b04f2ed19140c20f629655b73848f330d0df55707f48e4c0601eabc3608f52134475dbc71419e9a']
5cb5bfde-7f85-45a4-9520-9f976b0f7dd3,373,针刺治疗,急性期治疗,应用于该阶段,16.0,32,['a2de2acf9a31b99739527ed05a228296f40e8f6a500099e61b04f2ed19140c20f629655b73848f330d0df55707f48e4c0601eabc3608f52134475dbc71419e9a']
62f48958-d389-4112-bac2-efd4a00076c4,374,针刺治疗,证据质量不高,其证据质量为不高,10.0,7,['a2de2acf9a31b99739527ed05a228296f40e8f6a500099e61b04f2ed19140c20f629655b73848f330d0df55707f48e4c0601eabc3608f52134475dbc71419e9a']
d8d9c6b2-f88f-4ae1-ba2c-a5f5a116a533,375,偏头痛,NSAIDS,用于急性期治疗,8.0,305,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
5de9d540-0e45-41e8-a0dd-2720e9631538,376,偏头痛,心脑血管疾病,共病场景涉及该疾病,8.0,309,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
b7e5a017-ac54-41a3-9f0b-c1f22b4bd423,377,心脑血管疾病,对乙酰氨基酚,用于治疗合并该场景的偏头痛,8.0,32,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
13bba77a-babf-4260-9c35-492c5f12ca98,378,心脑血管疾病,拉米地坦,可用于合并该场景病人的急性期治疗,7.0,18,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
3a528e63-7685-4034-908c-5bc12d580404,379,心脑血管疾病,吉泮类药物,可作为合并该场景病人的二线治疗方案,7.0,21,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
e9add3fa-48c6-4d48-833e-e91170cf27fa,380,心脑血管疾病,NSAIDS,可用于该场景病人的急性期治疗但需谨慎,6.0,22,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
dee3de74-930e-426e-907b-935942a2a8f0,381,心脑血管疾病,曲普坦类药物,禁用于该场景病人,9.0,24,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
dc8ba7a1-0616-40c3-a203-656d407eb3ff,382,心脑血管疾病,麦角胺或双氢麦角胺,禁用于该场景病人,9.0,14,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
142f8968-12b0-4d5e-a852-47359d9f8296,383,心脑血管疾病,脑卒中,共病场景包含该疾病,9.0,14,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
13ee040e-35a1-48eb-9fc2-7c088e5902f7,384,心脑血管疾病,冠心病,共病场景包含该疾病,9.0,14,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
341b4239-68d1-472b-959a-2f551ecfdec0,385,心脑血管疾病,高血压,共病场景包含该疾病,9.0,15,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
00fdaf84-4303-4d79-a349-69fbca4cfd1d,386,心脑血管疾病,缺血性心脑血管疾病,是该场景的一种类型或风险因素,8.0,15,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
d9b92094-6538-4b7b-a06a-36433d55dea9,387,对乙酰氨基酚,一线治疗方案,作为该方案的一部分,9.0,20,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
d209503f-fa6c-4d42-99ff-afe2fe0eae33,388,拉米地坦,二线治疗方案,作为该方案的一部分,9.0,7,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
7f9b0ccf-d677-47cf-be84-efeccade67df,389,吉泮类药物,二线治疗方案,作为该方案的一部分,9.0,10,['ab1c1c83a9f14dae2c811c808ef239ac2aba116e004b6113e443fddea8fc1801171748bc0b19ea25533c075f5585a3694a64eafabd46b4ee9b94199edb2727d1']
